Mod:Item:MetaData, Localized Name
hbm:nuclear_waste_long:2, 长半衰期核废料
hbm:nuclear_waste_long:3, 长半衰期核废料
hbm:nuclear_waste_long:4, 长半衰期核废料
hbm:nuclear_waste_long_tiny:0, 小撮长半衰期核废料
hbm:nuclear_waste_long_tiny:1, 小撮长半衰期核废料
hbm:nuclear_waste_long_tiny:2, 小撮长半衰期核废料
hbm:nuclear_waste_long_tiny:3, 小撮长半衰期核废料
hbm:nuclear_waste_long_tiny:4, 小撮长半衰期核废料
hbm:nuclear_waste_short:0, 短半衰期核废料
hbm:nuclear_waste_short:1, 短半衰期核废料
hbm:nuclear_waste_short:2, 短半衰期核废料
hbm:nuclear_waste_short:3, 短半衰期核废料
hbm:nuclear_waste_short:4, 短半衰期核废料
hbm:nuclear_waste_short:5, 短半衰期核废料
hbm:nuclear_waste_short:6, 短半衰期核废料
hbm:nuclear_waste_short:7, 短半衰期核废料
hbm:nuclear_waste_short_tiny:0, 小撮短半衰期核废料
hbm:nuclear_waste_short_tiny:1, 小撮短半衰期核废料
hbm:nuclear_waste_short_tiny:2, 小撮短半衰期核废料
hbm:nuclear_waste_short_tiny:3, 小撮短半衰期核废料
hbm:nuclear_waste_short_tiny:4, 小撮短半衰期核废料
hbm:nuclear_waste_short_tiny:5, 小撮短半衰期核废料
hbm:nuclear_waste_short_tiny:6, 小撮短半衰期核废料
hbm:nuclear_waste_short_tiny:7, 小撮短半衰期核废料
hbm:nuclear_waste_long_depleted:0, 腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted:1, 腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted:2, 腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted:3, 腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted:4, 腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted_tiny:0, 小撮腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted_tiny:1, 小撮腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted_tiny:2, 小撮腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted_tiny:3, 小撮腐化的长半衰期核废料
hbm:nuclear_waste_long_depleted_tiny:4, 小撮腐化的长半衰期核废料
hbm:nuclear_waste_short_depleted:0, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted:1, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted:2, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted:3, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted:4, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted:5, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted:6, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted:7, 腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:0, 小撮腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:1, 小撮腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:2, 小撮腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:3, 小撮腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:4, 小撮腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:5, 小撮腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:6, 小撮腐化的短半衰期核废料
hbm:nuclear_waste_short_depleted_tiny:7, 小撮腐化的短半衰期核废料
hbm:nuclear_waste, 核废料
hbm:nuclear_waste_tiny, 小撮核废料
hbm:nuclear_waste_vitrified, 玻璃化核废料
hbm:nuclear_waste_vitrified_tiny, 一小堆玻璃化核废料
hbm:waste_uranium, 枯竭铀燃料
hbm:waste_thorium, 枯竭钍燃料
hbm:waste_plutonium, 枯竭钚燃料
hbm:waste_mox, 枯竭MOX燃料
hbm:waste_schrabidium, 枯竭Sa326燃料
hbm:waste_uranium_hot, 枯竭铀燃料[热]
hbm:waste_thorium_hot, 枯竭钍燃料[热]
hbm:waste_plutonium_hot, 枯竭钚燃料[热]
hbm:waste_mox_hot, 枯竭MOX燃料[热]
hbm:waste_schrabidium_hot, 枯竭Sa326燃料[热]
hbm:scrap, 废料
hbm:scrap_oil, 油性废料
hbm:dust, 灰尘
hbm:falloutitem, 一堆辐射尘
hbm:containment_box, item.containment_box.name
hbm:tritium_deuterium_cake, 氚氘饼
hbm:pile_rod_uranium, 芝加哥反应堆 铀棒
hbm:pile_rod_plutonium, 芝加哥反应堆 钚棒
hbm:pile_rod_source, 芝加哥反应堆 镭226-铍中子源
hbm:pile_rod_boron, 芝加哥反应堆 控制棒
hbm:rod_empty, 空燃料棒
hbm:rod_dual_empty, 双联空燃料棒
hbm:rod_quad_empty, 空四联燃料棒
hbm:rod_th232, 钍232燃料棒
hbm:rod_dual_th232, 双联钍232燃料棒
hbm:rod_quad_th232, 四联钍232燃料棒
hbm:rod_uranium, 铀棒
hbm:rod_dual_uranium, 双联铀棒
hbm:rod_quad_uranium, 四联铀棒
hbm:rod_u233, 铀233燃料棒
hbm:rod_dual_u233, 双联铀-233燃料棒
hbm:rod_quad_u233, 四联铀233燃料棒
hbm:rod_u235, 铀235燃料棒
hbm:rod_dual_u235, 双联铀-235燃料棒
hbm:rod_quad_u235, 四联铀235燃料棒
hbm:rod_u238, 铀238燃料棒
hbm:rod_dual_u238, 双联铀-238燃料棒
hbm:rod_quad_u238, 四联铀238燃料棒
hbm:rod_plutonium, 钚棒
hbm:rod_dual_plutonium, 双联钚棒
hbm:rod_quad_plutonium, 四联钚棒
hbm:rod_pu238, 钚238燃料棒
hbm:rod_dual_pu238, 双联钚238燃料棒
hbm:rod_quad_pu238, 四联钚238燃料棒
hbm:rod_pu239, 钚239燃料棒
hbm:rod_dual_pu239, 双联钚239燃料棒
hbm:rod_quad_pu239, 四联钚239燃料棒
hbm:rod_pu240, 钚240燃料棒
hbm:rod_dual_pu240, 双联钚240燃料棒
hbm:rod_quad_pu240, 四联钚240燃料棒
hbm:rod_rgp, 反应堆级钚棒
hbm:rod_dual_rgp, 双联反应堆级钚燃料棒
hbm:rod_quad_rgp, 四联反应堆级钚燃料棒
hbm:rod_neptunium, 镎燃料棒
hbm:rod_dual_neptunium, 双联镎燃料棒
hbm:rod_quad_neptunium, 四联镎燃料棒
hbm:rod_polonium, 钋棒
hbm:rod_dual_polonium, 双联钋棒
hbm:rod_quad_polonium, 四联钋棒
hbm:rod_lead, 铅棒
hbm:rod_dual_lead, 双联铅棒
hbm:rod_quad_lead, 四联铅棒
hbm:rod_schrabidium, Sa326燃料棒
hbm:rod_dual_schrabidium, 双联Sa326燃料棒
hbm:rod_quad_schrabidium, 四联Sa326燃料棒
hbm:rod_solinium, Sa327燃料棒
hbm:rod_dual_solinium, 双联Sa327燃料棒
hbm:rod_quad_solinium, 四联Sa327燃料棒
hbm:rod_balefire, 野火燃料棒
hbm:rod_dual_balefire, 双联野火燃料棒
hbm:rod_quad_balefire, 四联野火燃料棒
hbm:rod_balefire_blazing, 炽热的野火燃料棒
hbm:rod_dual_balefire_blazing, 炽热的双联野火燃料棒
hbm:rod_quad_balefire_blazing, 炽热的四联野火燃料棒
hbm:rod_thorium_fuel, 钍燃料棒
hbm:rod_dual_thorium_fuel, 双联钍燃料棒
hbm:rod_quad_thorium_fuel, 四联钍燃料棒
hbm:rod_uranium_fuel, 铀燃料棒
hbm:rod_dual_uranium_fuel, 双联铀燃料棒
hbm:rod_quad_uranium_fuel, 四联铀燃料棒
hbm:rod_plutonium_fuel, 钚燃料棒
hbm:rod_dual_plutonium_fuel, 双联钚燃料棒
hbm:rod_quad_plutonium_fuel, 四联钚燃料棒
hbm:rod_mox_fuel, MOX燃料棒
hbm:rod_dual_mox_fuel, 双联MOX燃料棒
hbm:rod_quad_mox_fuel, 四联MOX燃料棒
hbm:rod_schrabidium_fuel, Sa326燃料棒
hbm:rod_dual_schrabidium_fuel, 双联Sa326燃料棒
hbm:rod_quad_schrabidium_fuel, 四联Sa326燃料棒
hbm:rod_thorium_fuel_depleted, 枯竭钍燃料棒
hbm:rod_dual_thorium_fuel_depleted, 双联枯竭钍燃料棒
hbm:rod_quad_thorium_fuel_depleted, 四联枯竭钍燃料棒
hbm:rod_uranium_fuel_depleted, 枯竭铀燃料棒
hbm:rod_dual_uranium_fuel_depleted, 双联枯竭铀燃料棒
hbm:rod_quad_uranium_fuel_depleted, 四联枯竭铀燃料棒
hbm:rod_plutonium_fuel_depleted, 枯竭钚燃料棒
hbm:rod_dual_plutonium_fuel_depleted, 双联枯竭钚燃料棒
hbm:rod_quad_plutonium_fuel_depleted, 四联枯竭钚燃料棒
hbm:rod_mox_fuel_depleted, 枯竭MOX燃料棒
hbm:rod_dual_mox_fuel_depleted, 枯竭MOX燃料棒
hbm:rod_quad_mox_fuel_depleted, 枯竭MOX燃料棒
hbm:rod_schrabidium_fuel_depleted, 枯竭Sa326燃料棒
hbm:rod_dual_schrabidium_fuel_depleted, 双联枯竭Sa326燃料棒
hbm:rod_quad_schrabidium_fuel_depleted, 四联枯竭Sa326燃料棒
hbm:rod_waste, 核废料棒
hbm:rod_dual_waste, 双联核废料棒
hbm:rod_quad_waste, 四联核废料棒
hbm:rod_water, 燃料棒[水]
hbm:rod_dual_water, 双联燃料棒[水]
hbm:rod_quad_water, 四联燃料棒[水]
hbm:rod_coolant, 燃料棒[冷却液]
hbm:rod_dual_coolant, 双联燃料棒[冷却液]
hbm:rod_quad_coolant, 四联燃料棒[冷却液]
hbm:rod_lithium, 锂棒
hbm:rod_dual_lithium, 双联锂棒
hbm:rod_quad_lithium, 四联锂棒
hbm:rod_tritium, 氚燃料棒
hbm:rod_dual_tritium, 双联氚燃料棒
hbm:rod_quad_tritium, 四联氚燃料棒
hbm:rod_ac227, 锕-227燃料棒
hbm:rod_dual_ac227, 双联锕-227 燃料棒
hbm:rod_quad_ac227, 四联锕-227燃料棒
hbm:rod_cobalt, 钴燃料棒
hbm:rod_dual_cobalt, 双联钴燃料棒
hbm:rod_quad_cobalt, 钴四极杆
hbm:rod_co60, 钴60燃料棒
hbm:rod_dual_co60, 双联钴-60燃料棒
hbm:rod_quad_co60, Cobalt-60 四极杆
hbm:rod_ra226, 镭226棒
hbm:rod_dual_ra226, 双联镭226燃料棒
hbm:rod_quad_ra226, 四联镭226燃料棒
hbm:rod_quad_euphemium, 枯竭的四联Sa326燃料棒
hbm:rod_euphemium, Ep棒
hbm:rod_reiium, 雷恩棒
hbm:rod_weidanium, 魏丹棒
hbm:rod_australium, 奥斯燃料棒
hbm:rod_verticium, 韦德赛棒
hbm:rod_unobtainium, 难得素棒
hbm:rod_daffergon, 达夫贡燃料棒
hbm:pellet_rtg_depleted_bismuth, 贫铋放射性同位素燃料靶丸
hbm:pellet_rtg_depleted_lead, 贫铅放射性同位素燃料靶丸
hbm:pellet_rtg_depleted_mercury, 贫汞放射性同位素燃料靶丸
hbm:pellet_rtg_depleted_neptunium, 贫镎放射性同位素燃料靶丸
hbm:pellet_rtg_depleted_zirconium, 贫锆放射性同位素燃料靶丸
hbm:pellet_rtg_radium, 镭-226 放射性同位素燃料靶丸
hbm:pellet_rtg_weak, 贫铀放射性同位素燃料靶丸
hbm:pellet_rtg, 钚238放射性同位素燃料靶丸
hbm:pellet_rtg_strontium, 锶-90 放射性同位素燃料靶丸
hbm:pellet_rtg_cobalt, 钴-90 放射性同位素燃料靶丸
hbm:pellet_rtg_actinium, 锕-227 放射性同位素燃料靶丸
hbm:pellet_rtg_americium, 镅-241放射性同位素燃料靶丸
hbm:pellet_rtg_polonium, 钋-210 放射性同位素燃料靶丸
hbm:pellet_rtg_gold, 金-198 放射性同位素燃料靶丸
hbm:pellet_rtg_lead, 铅-209 放射性同位素燃料靶丸
hbm:pellet_rtg_balefire, Balefire-XXX 放射性同位素燃料靶丸
hbm:drillbit_steel, 钢钻头
hbm:drillbit_steel_diamond, 钢钻头(镶钻)
hbm:drillbit_hss, 高速钢钻头
hbm:drillbit_hss_diamond, 高速钢钻头(镶钻)
hbm:drillbit_desh, Desh钻头
hbm:drillbit_desh_diamond, Desh钻头(镶钻)
hbm:drillbit_tcalloy, 锝钢钻头
hbm:drillbit_tcalloy_diamond, 锝钢钻头(镶钻)
hbm:drillbit_ferro, 铀铁合金钻头
hbm:drillbit_ferro_diamond, 铀铁合金钻头(镶钻)
hbm:drillbit_dnt, 双聚中子态素钻头
hbm:drillbit_dnt_diamond, 双聚中子态素钻头(镶钻)
hbm:pellet_coal, 致密煤
hbm:chlorine_pinwheel, 氯气转轮
hbm:ring_starmetal, §9星辉拉环§r
hbm:flywheel_beryllium, 铍制飞轮
hbm:component_limiter, 稳定器组件
hbm:component_emitter, 发射器组件
hbm:biomass, 生物质
hbm:biomass_compressed, 压缩生物质
hbm:ball_resin, 乳胶
hbm:cordite, 无烟线状火药
hbm:ballistite, 混合无烟火药
hbm:ball_dynamite, 硝糖炸药
hbm:ball_tnt, TNT
hbm:ball_fireclay, 耐火粘土
hbm:piston_pneumatic, 气动活塞
hbm:piston_hydraulic, 液压活塞
hbm:piston_electro, 电动活塞
hbm:neutron_reflector, 中子反射板
hbm:rtg_unit, 放射性同位素单元
hbm:thermo_unit_empty, 热量分配装置
hbm:thermo_unit_endo, 吸热装置
hbm:thermo_unit_exo, 放热装置
hbm:levitation_unit, 重力控制器
hbm:magnetron, 磁控管
hbm:pellet_buckshot, 铅弹丸
hbm:pellet_flechette, 箭霰弹
hbm:pellet_chlorophyte, 叶绿弹丸
hbm:pellet_mercury, 水银弹丸
hbm:pellet_meteorite, 陨石弹丸
hbm:pellet_canister, 榴霰弹弹丸
hbm:pellet_claws, 金属利爪
hbm:pellet_charged, 电离粒子
hbm:pellet_cluster, 爆炸弹丸
hbm:pellet_gas, 毒气筒
hbm:coal_infernal, 地狱煤炭
hbm:cinnebar, 朱砂
hbm:toothpicks, 牙签
hbm:ducttape, 胶带
hbm:catalyst_clay, 黏土催化剂
hbm:motor, 马达
hbm:motor_desh, Desh马达
hbm:photo_panel, 光伏板
hbm:sat_base, 卫星基座
hbm:thruster_nuclear, LV-N核能火箭发动机
hbm:blade_titanium, 钛扇片
hbm:turbine_titanium, 钛汽轮转子
hbm:blade_tungsten, 钨强化扇片
hbm:turbine_tungsten, 强化汽轮转子
hbm:bolt_tungsten, 钨螺栓
hbm:board_copper, 铜片
hbm:bolt_dura_steel, 高速钢螺栓
hbm:pipes_steel, 钢管
hbm:drill_titanium, 钛钻头
hbm:bolt_compound, 加强涡轮机轴
hbm:hazmat_cloth, 防辐射布
hbm:hazmat_cloth_red, 高级防辐射布
hbm:hazmat_cloth_grey, 铅防辐射布
hbm:asbestos_cloth, 防火布
hbm:rag, 布
hbm:rag_damp, 湿布	
hbm:rag_piss, 沾有尿的布
hbm:filter_coal, 活性炭过滤器
hbm:magnet_dee, D型磁铁
hbm:magnet_circular, 扁磁铁
hbm:cyclotron_tower, 回旋加速器塔
hbm:centrifuge_element, 离心元件
hbm:centrifuge_tower, 离心塔
hbm:reactor_core, 增殖反应堆核心
hbm:oil_tar, 焦油
hbm:solid_fuel, 固体燃料
hbm:solid_fuel_presto, Presto固体燃料
hbm:solid_fuel_presto_triplet, 增强型Presto固体燃料
hbm:rocket_fuel, 固体燃料[火箭推进剂]
hbm:briquette_lignite, 褐煤煤球
hbm:coke, 焦炭
hbm:lignite, 褐煤
hbm:fragment_neodymium, 钕碎片
hbm:fragment_cobalt, 钴碎片
hbm:fragment_niobium, 铌碎片
hbm:fragment_cerium, 铈碎片
hbm:fragment_lanthanium, 镧碎片
hbm:fragment_actinium, 锕碎片
hbm:fragment_meteorite, 陨石碎片
hbm:fragment_boron, 硼碎片
hbm:fragment_coltan, 钶钽铁矿碎片
hbm:demon_core_open, 打开的恶魔核心
hbm:demon_core_closed, 封闭的恶魔核心
hbm:bottle_opener, Hbm自制开瓶器
hbm:bottle_empty, 空可乐瓶
hbm:bottle_nuka, 核子可乐
hbm:bottle_cherry, 樱桃味核子可乐
hbm:bottle_quantum, 量子核子可乐
hbm:bottle_sparkle, S~核子可乐
hbm:bottle_rad, 辐射S~核子可乐
hbm:bottle2_empty, 空瓶
hbm:bottle2_korl, Korl
hbm:bottle2_fritz, 弗里茨可乐
hbm:bottle2_korl_special, 第一Korl
hbm:bottle2_fritz_special, 第一弗里茨可乐
hbm:bottle2_sunset, 夕阳沙士
hbm:chocolate_milk, 巧克力牛奶
hbm:cap_nuka, 核子可乐瓶盖
hbm:cap_quantum, 樱桃味核子可乐瓶盖
hbm:cap_sparkle, S~核子可乐瓶盖
hbm:cap_rad, 辐射S~核子可乐瓶盖
hbm:cap_korl, Korl瓶盖
hbm:cap_fritz, 弗里茨瓶盖
hbm:cap_sunset, 夕阳沙士瓶盖
hbm:cap_star, 夕阳沙士星星瓶盖
hbm:ring_pull, 拉环
hbm:bomb_waffle, 大规模杀伤性华夫饼
hbm:schnitzel_vegan, “素”肉排
hbm:cotton_candy, 放射性棉花糖
hbm:apple_lead, 铅苹果
hbm:apple_lead1, 铅苹果
hbm:apple_lead2, 铅苹果
hbm:apple_schrabidium, Sa326苹果
hbm:apple_schrabidium1, Sa326苹果
hbm:apple_schrabidium2, Sa326苹果
hbm:tem_flakes, Tem薄片
hbm:tem_flakes1, 薄片
hbm:tem_flakes2, 薄片
hbm:glowing_stew, 发光真菌煲
hbm:balefire_scrambled, 炒野火蛋
hbm:balefire_and_ham, 火腿野火蛋
hbm:lemon, "柠檬"
hbm:definitelyfood, 完全不脏牌军粮
hbm:med_ipecac, 吐根酊催吐剂
hbm:med_ptsd, PTSD治疗药物
hbm:med_schizophrenia, 精神分裂症药物
hbm:loops, 五彩麦圈
hbm:loop_stew, 程序猿专属早餐
hbm:fooditem, 食物
hbm:twinkie, 小蛋糕
hbm:static_sandwich, TV三明治
hbm:canteen_13, Vault13水壶
hbm:canteen_vodka, 伏特加
hbm:canteen_fab, 极品伏特加
hbm:pancake, 用废金属、螺栓和宝石粉做成的薄饼
hbm:nugget, 鸡块
hbm:peas, 豌豆
hbm:marshmallow, 穿在木棍上的棉花糖
hbm:marshmallow_roasted, 棒上的棉花糖
hbm:spongebob_macaroni, 海绵宝宝通心粉
hbm:canned_beef, 牛肉罐头
hbm:canned_tuna, 金枪鱼罐头
hbm:canned_mystery, 神秘肉类罐头
hbm:canned_pashtet, 牛排罐头
hbm:canned_cheese, 融化奶酪罐头
hbm:canned_jizz, FlimFlam工业™ 马奶罐头
hbm:canned_milk, 罐装炼乳
hbm:canned_ass, 驴罐头
hbm:canned_pizza, 意大利香肠比萨罐头
hbm:canned_tube, 宇航员食品管
hbm:canned_tomato, 番茄汤罐头
hbm:canned_asbestos, 石棉罐头
hbm:canned_bhole, 黑洞罐头
hbm:canned_hotdogs, 热狗罐头
hbm:canned_leftovers, 剩菜罐头
hbm:canned_yogurt, 酸奶罐头
hbm:canned_stew, 蘑菇煲罐头
hbm:canned_chinese, 中餐罐头
hbm:canned_oil, 机油罐头
hbm:canned_fist, 拳头罐头
hbm:canned_spam, SPAM斯帕姆午餐肉
hbm:canned_fried, 炸鸡罐头
hbm:canned_napalm, 凝固汽油罐头
hbm:canned_diesel, 柴油
hbm:canned_kerosene, 煤油罐头
hbm:canned_recursion, 循环罐头
hbm:canned_bark, 松树皮罐头
hbm:can_key, 罐头拉环
hbm:coin_maskman, 面具硬币
hbm:coin_creeper, 核爆爬行者硬币
hbm:coin_radiation, 辐射硬币
hbm:coin_worm, 机械蠕虫硬币
hbm:coin_ufo, UFO硬币
hbm:coin_siege:0, 攻城币
hbm:coin_siege:1, 攻城币
hbm:coin_siege:2, 攻城币
hbm:coin_siege:3, 攻城币
hbm:coin_siege:4, 攻城币
hbm:coin_siege:5, 攻城币
hbm:coin_siege:6, 攻城币
hbm:coin_siege:7, 攻城币
hbm:coin_siege:8, 攻城币
hbm:pudding, 布丁
hbm:can_empty, 空罐
hbm:can_smart, "智慧"能量饮料
hbm:can_creature, '生物'能量饮料
hbm:can_redbomb, '红色炸弹'能量饮料
hbm:can_mrsugar, '糖博士'软饮料
hbm:can_overcharge, 超频DeliriumXT
hbm:can_luna, 黑梅萨露娜-黑可乐
hbm:can_bepis, 白事
hbm:can_breen, 布雷恩博士的私人珍藏
hbm:titanium_sword, 钛剑
hbm:titanium_pickaxe, 钛镐
hbm:titanium_axe, 钛斧
hbm:titanium_shovel, 钛锹
hbm:titanium_hoe, 钛锄
hbm:steel_sword, 钢剑
hbm:steel_pickaxe, 钢镐
hbm:steel_axe, 钢斧
hbm:steel_shovel, 钢锹
hbm:steel_hoe, 钢锄
hbm:alloy_sword, 高级合金剑
hbm:alloy_pickaxe, 高级合金镐
hbm:alloy_axe, 高级合金斧
hbm:alloy_shovel, 高级合金锹
hbm:alloy_hoe, 高级合金锄
hbm:elec_sword, 电棍
hbm:elec_pickaxe, 冲击钻
hbm:elec_axe, 电锯
hbm:elec_shovel, 螺旋钻
hbm:desh_sword, 工人合金剑
hbm:desh_pickaxe, 工人合金镐
hbm:desh_axe, 工人合金斧
hbm:desh_shovel, 工人合金锹
hbm:desh_hoe, 工人合金锄
hbm:cobalt_sword, 钴剑
hbm:cobalt_pickaxe, 钴镐
hbm:cobalt_axe, 钴斧
hbm:cobalt_shovel, 钴锹
hbm:cobalt_hoe, 钴锄
hbm:centri_stick, 便携离心机
hbm:smashing_hammer, 粉碎锤
hbm:drax, 采掘钻
hbm:drax_mk2, 强化型采掘钻
hbm:drax_mk3, Sa326采掘钻
hbm:cobalt_decorated_sword, 镶嵌钴剑
hbm:cobalt_decorated_pickaxe, 镶嵌钴镐
hbm:cobalt_decorated_axe, 镶嵌钴斧
hbm:cobalt_decorated_shovel, 镶嵌钴锹
hbm:cobalt_decorated_hoe, 镶嵌钴锄
hbm:starmetal_sword, 星辉剑
hbm:starmetal_pickaxe, 星辉镐
hbm:starmetal_axe, 星辉斧
hbm:starmetal_shovel, 星辉锹
hbm:starmetal_hoe, 星辉锄
hbm:cmb_sword, CMB钢剑
hbm:cmb_pickaxe, CMB钢镐
hbm:cmb_axe, CMB钢斧
hbm:cmb_shovel, CMB钢锹
hbm:cmb_hoe, CMB钢锄
hbm:bismuth_pickaxe, 铋镐
hbm:volcanic_pickaxe, 熔岩镐
hbm:chlorophyte_pickaxe, 叶绿镐
hbm:mese_pickaxe, Mese镐
hbm:schrabidium_hoe, Sa326锄
hbm:schrabidium_sword, Sa326剑
hbm:schrabidium_pickaxe, Sa326镐
hbm:schrabidium_axe, Sa326斧
hbm:schrabidium_shovel, Sa326锹
hbm:crowbar, Mk.V开箱装置"物理学圣剑"
hbm:weapon_saw, 肢解骨锯
hbm:weapon_bat, 板球棒
hbm:weapon_bat_nail, 板上钉钉
hbm:weapon_golf_club, 黑手党快乐杆
hbm:weapon_pipe_rusty, 姿态调节器
hbm:weapon_pipe_lead, 手动覆盖控制
hbm:reer_graar, The Reer Graar
hbm:stopsign, 停车标志战斧
hbm:sopsign, Sop标志战斧
hbm:chernobylsign, 辐射警告标志战斧
hbm:mask_of_infamy, 耻辱面具
hbm:meteorite_sword, 陨石剑
hbm:meteorite_sword_seared, 陨石剑(烧焦)
hbm:meteorite_sword_reforged, 陨石剑(重铸)
hbm:meteorite_sword_hardened, 陨石剑(硬化)
hbm:meteorite_sword_alloyed, 陨石剑(合金)
hbm:meteorite_sword_machined, 陨石剑(机械加工)
hbm:meteorite_sword_treated, 陨石剑(精制)
hbm:meteorite_sword_etched, 陨石剑(刻蚀)
hbm:meteorite_sword_bred, 陨石剑(增殖)
hbm:meteorite_sword_irradiated, 陨石剑(辐照)
hbm:meteorite_sword_fused, 陨石剑(熔融)
hbm:meteorite_sword_baleful, 陨石剑(凶恶)
hbm:meteorite_sword_warped, §f陨石剑 (扭曲)
hbm:meteorite_sword_demonic, §c陨石剑 (§kDemonic§r)
hbm:template_folder, 机器模板文件夹
hbm:bobmazon_materials, Bobmazon: 材料
hbm:bobmazon_machines, Bobmazon: 方块和机器
hbm:bobmazon_weapons, Bobmazon: 武器和爆炸物
hbm:bobmazon_tools, Bobmazon: 工具
hbm:bobmazon_hidden, 隐藏目录
hbm:siren_track:1, 警报声轨
hbm:siren_track:2, 警报声轨
hbm:siren_track:3, 警报声轨
hbm:siren_track:4, 警报声轨
hbm:siren_track:5, 警报声轨
hbm:siren_track:6, 警报声轨
hbm:siren_track:7, 警报声轨
hbm:siren_track:8, 警报声轨
hbm:siren_track:9, 警报声轨
hbm:siren_track:10, 警报声轨
hbm:siren_track:11, 警报声轨
hbm:siren_track:12, 警报声轨
hbm:siren_track:13, 警报声轨
hbm:siren_track:14, 警报声轨
hbm:siren_track:15, 警报声轨
hbm:siren_track:16, 警报声轨
hbm:siren_track:17, 警报声轨
hbm:siren_track:18, 警报声轨
hbm:siren_track:19, 警报声轨
hbm:siren_track:20, 警报声轨
hbm:chemistry_template:0, 化工厂模板: 重油加工
hbm:chemistry_template:640, 化工厂模板: 双聚中子态素合成
hbm:chemistry_template:130, 化工厂模板: 高级煤液化
hbm:chemistry_template:770, 化工厂模板: Sa酸合成
hbm:chemistry_template:260, 化工厂模板: 煤油固化
hbm:chemistry_template:390, 化工厂模板: NITAN超级燃料混合
hbm:chemistry_template:520, 化工厂模板: C-4合成
hbm:chemistry_template:10, 化工厂模板: 工业油加工
hbm:chemistry_template:650, 化工厂模板: 电素合成
hbm:chemistry_template:140, 化工厂模板: 初级煤液化
hbm:chemistry_template:780, 化工厂模板: Sa酸铁生产
hbm:chemistry_template:270, 化工厂模板: 天然气固化
hbm:chemistry_template:400, 化工厂模板: 过氧化氢生产
hbm:chemistry_template:530, 化工厂模板: 低温电解重水
hbm:chemistry_template:20, 化工厂模板: 石脑油加工
hbm:chemistry_template:660, 化工厂模板: 无烟火药生产
hbm:chemistry_template:150, 化工厂模板: 煤液化石脑油
hbm:chemistry_template:790, 化工厂模板: 钶钽铁矿提纯
hbm:chemistry_template:280, 化工厂模板: 石油气固化
hbm:chemistry_template:410, 化工厂模板: 硫酸生产
hbm:chemistry_template:540, 化工厂模板: 氘萃取
hbm:chemistry_template:30, 化工厂模板: 轻油加工
hbm:chemistry_template:670, 化工厂模板: 凯夫拉生产
hbm:chemistry_template:160, 化工厂模板: 原油固化
hbm:chemistry_template:800, 化工厂模板: Pandemonium(III)钽铁溶液生产
hbm:chemistry_template:290, 化工厂模板: 沼气固化
hbm:chemistry_template:420, 化工厂模板: 硝酸生产
hbm:chemistry_template:550, 化工厂模板: 烧水
hbm:chemistry_template:40, 化工厂模板: 原油再加工
hbm:chemistry_template:680, 化工厂模板: 混凝土生产
hbm:chemistry_template:170, 化工厂模板: 重油固化
hbm:chemistry_template:810, 化工厂模板: 钽结晶
hbm:chemistry_template:300, 化工厂模板: 生物燃料固化
hbm:chemistry_template:430, 化工厂模板: 有机溶剂混合
hbm:chemistry_template:560, 化工厂模板: 生物质合成
hbm:chemistry_template:50, 化工厂模板: 汽油混合
hbm:chemistry_template:690, 化工厂模板: 石棉夹层混凝土生产
hbm:chemistry_template:180, 化工厂模板: 工业油固化
hbm:chemistry_template:820, 化工厂模板: 砷提取
hbm:chemistry_template:310, 化工厂模板: 沼气生产
hbm:chemistry_template:440, 化工厂模板: 高性能溶剂混合
hbm:chemistry_template:570, 化工厂模板: 黄饼生产
hbm:chemistry_template:60, 化工厂模板: 沥青裂化
hbm:chemistry_template:700, 化工厂模板: 贫铀混凝土生产
hbm:chemistry_template:190, 化工厂模板: 燃油固化
hbm:chemistry_template:830, 化工厂模板: 液体核废料玻璃化
hbm:chemistry_template:320, 化工厂模板: 生物燃料酯化
hbm:chemistry_template:450, 化工厂模板: 超频电路生产
hbm:chemistry_template:580, 化工厂模板: 六氟化铀生产
hbm:chemistry_template:70, 化工厂模板: 工业油裂化
